DK_isbn,DK_date,DK_titul,DK_rating,DK_ratings_count,DK_tags,DK_Právě_čtených,DK_Přečtených,DK_Čtenářské_výzvě,DK_Knihotéce,DK_Chystám_se_číst,DK_Chci_si_koupit,DK_dalších_seznamech,DK_Doporučených,DK_autorstvo,DK_vyslo
9788090876408,2024-04-01 14:43:28,Otevřely se dveře,40.0,1.0,[],,1.0,,1.0,,,,,,
9788024951249,2024-04-01 14:43:30,Feťáci,96.0,79.0,['drogy'],,95.0,14.0,66.0,72.0,25.0,3.0,9.0,,
9788076454576,2024-04-01 14:43:32,"Tygře, tygře",80.0,2.0,[],1.0,3.0,1.0,1.0,,,,1.0,,
9788088396161,2024-04-01 14:43:33,Klošár aneb Co si mamlasové povídali,60.0,11.0,['česká literatura'],2.0,12.0,1.0,1.0,1.0,,1.0,1.0,,
9788076892699,2024-04-01 14:43:35,Láska v sedmdesátkách,67.0,12.0,"['láska', 'romantika', 'české dějiny', 'společenské romány']",,16.0,,36.0,28.0,3.0,1.0,1.0,,
9788024951157,2024-04-01 14:43:36,Karel IV.,87.0,3.0,[],1.0,4.0,,40.0,12.0,8.0,,,,
9788024292724,2024-04-01 14:43:37,Zítra přijde Olah,83.0,74.0,['rozhlasové zpracování'],,107.0,19.0,44.0,78.0,25.0,3.0,3.0,,
9788075464644,2024-04-01 14:43:40,Alexandra,92.0,22.0,['romantika'],1.0,29.0,1.0,59.0,46.0,10.0,2.0,1.0,,
9788087373019,2024-04-01 14:43:43,Hledání střední cesty,100.0,1.0,['meditace'],,2.0,,,1.0,,,,,
9788074762840,2024-04-01 14:43:44,Smrt v bílém negližé,80.0,1.0,"['detektivní a krimi povídky', 'české povídky']",,2.0,,,,,,,,
9788076860148,2024-04-01 14:43:45,Vylomeniny Jiřího Krampola,85.0,4.0,[],,4.0,,1.0,,,,,,
9788024293271,2024-04-01 14:43:47,Největší záhady zločinu,70.0,22.0,"['kriminalistika', 'zločiny', 'žurnalistika', 'skutečné kriminální případy', 'podle skutečných událostí', 'nevyřešené případy']",1.0,28.0,1.0,56.0,39.0,13.0,1.0,1.0,,
9788075464781,2024-04-01 14:43:48,Potrhlá dovolená,76.0,19.0,"['ženy', 'humor', 'dovolená', 'kamarádky', 'humoristické romány']",1.0,20.0,1.0,55.0,34.0,6.0,1.0,,,
9788076560680,2024-04-01 14:43:49,Policajtem snadno a rychle,70.0,2.0,"['humor', 'policisté', 'satirické povídky']",,2.0,,,1.0,,,,,
9788024951713,2024-04-01 14:43:51,Kam jede tohle nástupiště,80.0,17.0,"['Londýn', 'vlaky', 'železniční nádraží']",1.0,25.0,6.0,46.0,36.0,14.0,,1.0,,
9788024951577,2024-04-01 14:43:53,Bobky a fajnový koření,80.0,13.0,['české povídky'],1.0,15.0,2.0,40.0,22.0,5.0,,,,
9788024951256,2024-04-01 14:43:54,Anežka z Kuenringu,71.0,14.0,[],2.0,21.0,6.0,42.0,36.0,8.0,1.0,,,
9788074926723,2024-04-01 14:43:55,Z Babylonu do Silicon Valley a zpět?,60.0,2.0,"['civilizace', 'společenské vědy', 'dezinformace', 'informační společnost']",,2.0,,1.0,2.0,1.0,,1.0,,
9788024292885,2024-04-01 14:43:56,Srdce z ledu,87.0,70.0,"['detektivní a krimi romány', 'Jindřichův Hradec', 'české detektivky']",3.0,94.0,17.0,91.0,115.0,19.0,2.0,4.0,,
9788024292861,2024-04-01 14:43:58,Duchové mezi námi,68.0,5.0,[],1.0,5.0,,28.0,20.0,7.0,,,,
9788087720219,2024-04-01 14:43:59,Lucas,86.0,195.0,"['mafie', 'erotika', 'thrillery', 'romance']",3.0,240.0,4.0,155.0,80.0,22.0,8.0,14.0,,
9788090832503,2024-04-01 14:44:01,Nevím,84.0,36.0,[],3.0,52.0,12.0,15.0,20.0,9.0,,2.0,,
9788090828995,2024-04-01 14:44:03,13!,84.0,117.0,"['humor', 'rozhlasové zpracování', 'české povídky']",16.0,145.0,50.0,41.0,76.0,21.0,4.0,9.0,,
9788072605712,2024-04-01 14:44:04,Toyen,98.0,35.0,"['životopisy, biografie', 'Toyen (Marie Čermínová), 1902-1980']",11.0,43.0,13.0,29.0,137.0,70.0,3.0,3.0,,
9788027515967,2024-04-01 14:44:05,Zbabělí hrdinové,76.0,33.0,[],2.0,43.0,,38.0,39.0,9.0,,2.0,,
9788027910182,2024-04-01 14:44:07,Sagittarius,92.0,125.0,"['detektivní a krimi romány', 'české krimi', 'české detektivky']",2.0,146.0,23.0,63.0,65.0,15.0,1.0,13.0,,
9788027151783,2024-04-01 14:44:08,Rty s příchutí vína,83.0,109.0,"['sex', 'erotika', 'česká literatura', 'feminismus', 'romantika', 'prázdniny', 'pro dospívající mládež (young adult)', 'sexismus', 'LGBT, queer, LGBT+']",3.0,117.0,9.0,110.0,62.0,44.0,6.0,15.0,,
9788027517886,2024-04-01 14:44:09,Legendy a litanie,100.0,4.0,[],,5.0,1.0,,2.0,1.0,,,,
9788027517701,2024-04-01 14:44:10,Lenochod Jimmy & jeho backup band,78.0,66.0,"['hudba', 'zombie', 'hudební skupiny, kapely', 'české romány']",4.0,76.0,14.0,48.0,51.0,17.0,2.0,,,
9788027518166,2024-04-01 14:44:11,Modrý a rudý / Stříbrný vítr / Léto / Splav,60.0,1.0,[],,1.0,1.0,1.0,,1.0,,,,
9788088488491,2024-04-01 14:44:12,Obojek,88.0,24.0,"['BDSM', 'válečné sci-fi', 'české sci-fi', 'dramata']",,23.0,1.0,29.0,15.0,11.0,,4.0,,
9788075212153,2024-04-01 14:44:16,Zbabělé zápisky z ukrajinské války,63.0,7.0,['válka na Ukrajině (2022 - )'],2.0,7.0,,2.0,13.0,3.0,,,,
9788074535277,2024-04-01 14:44:18,Návrat,80.0,12.0,[],,12.0,1.0,1.0,4.0,4.0,,,,
9788026448464,2024-04-01 14:44:19,Deníček Camille G: Troječka,80.0,18.0,[],,15.0,3.0,40.0,6.0,2.0,,,,
9788024951416,2024-04-01 14:44:21,Ďábelská tvář,82.0,65.0,"['Anglie', 'pro ženy', '16. století', 'Francie']",,106.0,7.0,52.0,55.0,14.0,1.0,8.0,,
9788027139644,2024-04-01 14:44:22,Jedinečná svatá,100.0,2.0,['slovenská literatura'],,5.0,,2.0,3.0,,,,,
9788075117571,2024-04-01 14:44:23,Abeceda,72.0,39.0,"['avantgarda', 'poezie']",,75.0,1.0,4.0,11.0,4.0,,1.0,,
9788026511472,2024-04-01 14:44:24,Můj rok 1982,63.0,6.0,['rok 1982'],,10.0,1.0,1.0,2.0,1.0,,,,
9788088635185,2024-04-01 14:44:26,Polibek Choroby,76.0,27.0,[],,26.0,4.0,12.0,31.0,20.0,,4.0,,
9788011024864,2024-04-01 14:44:27,Pojedu jednou na dalekou Jávu / Suatu Hari Aku akan Pergi ke Jawa yang Jauh,73.0,3.0,"['Indonésie', 'dvojjazyčná vydání', 'indonéština']",,3.0,,2.0,2.0,,,,,
9788087761984,2024-04-01 14:44:29,Asterion: Úsvit nových bohů,100.0,1.0,['Asterion (fantasy svět)'],,1.0,,1.0,4.0,3.0,,,,
9788027518128,2024-04-01 14:44:31,Vyhoření,76.0,31.0,[],2.0,39.0,7.0,4.0,61.0,12.0,4.0,,,
9788027518111,2024-04-01 14:44:32,Taneční hodiny dělníků dřevařského závodu,100.0,2.0,[],,2.0,,,2.0,,1.0,,,
9788027517619,2024-04-01 14:44:33,Pláňata,81.0,606.0,[],23.0,789.0,201.0,178.0,417.0,98.0,7.0,11.0,,
9788027517909,2024-04-01 14:44:35,Němé duše,70.0,60.0,[],6.0,57.0,13.0,68.0,65.0,16.0,3.0,5.0,,
9788020618481,2024-04-01 14:44:36,Hřích minulosti,30.0,2.0,"['nevěra', 'thrillery', 'tajemství', 'thrillery pro ženy']",,5.0,,24.0,7.0,9.0,1.0,,,
9788090829978,2024-04-01 14:44:37,Padlý anděl,97.0,6.0,"['USA (Spojené státy americké)', 'tajemství', 'paranormální jevy', 'duchové a přízraky', 'psychotronika', 'romantika', 'paranormální schopnosti', 'thrillery pro ženy', 'zakázaná láska']",1.0,6.0,1.0,46.0,18.0,1.0,1.0,,,
9788076372955,2024-04-01 14:44:39,Bažina v obýváku a jiná dobrodružství,93.0,3.0,[],,4.0,,,10.0,,1.0,,,
9788027518142,2024-04-01 14:44:40,Vážný román,66.0,7.0,[],,7.0,,2.0,2.0,3.0,,,,
9788076374041,2024-04-01 14:44:42,Láska je kurva a jiné povídky,67.0,9.0,[],1.0,16.0,4.0,4.0,12.0,5.0,,,,
9788088641018,2024-04-01 14:44:43,"Rád čichám ke zvířatům, která jsi vycpala ty",84.0,5.0,['česká poezie'],,6.0,,3.0,6.0,,,,,
9788027517459,2024-04-01 14:44:44,Nekonečný krok,90.0,6.0,[],4.0,8.0,,42.0,26.0,10.0,2.0,,,
9788076960008,2024-04-01 14:44:45,Jen jednou za věčnost,60.0,1.0,[],1.0,3.0,,3.0,,,,,,
9788090818538,2024-04-01 14:44:46,Mezitah: Chyba lávky,20.0,1.0,['komiksy'],,1.0,1.0,2.0,,1.0,,,,
9788075885029,2024-04-01 14:44:49,Velice dlouhé schody,92.0,66.0,"['Praha', 'detektivní a krimi romány', 'sérioví vrazi', 'české detektivky', 'zmizení lidí', 'nevyřešené případy', 'soukromý detektiv', 'Kapitán Kid']",1.0,83.0,4.0,53.0,32.0,7.0,,4.0,,
9788026511854,2024-04-01 14:44:53,Náměsíční vrazi,81.0,66.0,['náměsíčnost'],14.0,74.0,10.0,70.0,44.0,21.0,2.0,6.0,,
9788026725114,2024-04-01 14:44:54,Kafe a chlup,84.0,29.0,"['kočky', 'kavárny']",4.0,38.0,28.0,37.0,35.0,10.0,,1.0,,
9788026449119,2024-04-01 14:44:55,Skutečné zločiny na Plzeňsku,97.0,58.0,"['Plzeň', 'Plzeňsko', 'skutečné kriminální případy']",2.0,74.0,17.0,72.0,51.0,17.0,1.0,5.0,,
9788026725350,2024-04-01 14:44:57,Devátý neznámý,76.0,44.0,"['první republika, 1918-1938', 'historické detektivky', 'české detektivky']",2.0,52.0,3.0,51.0,49.0,16.0,2.0,4.0,,
9788026725220,2024-04-01 14:44:58,Hotel Atlantic,87.0,127.0,"['Židé', 'druhá světová válka (1939–1945)', 'útěk', 'Palestina', 'kamarádky', 'holokaust, holocaust', 'přeživší holokaustu', 'české romány']",9.0,158.0,38.0,92.0,205.0,38.0,2.0,4.0,,
9788026725343,2024-04-01 14:45:00,Moderní kurandera II: Nemožné lásky,76.0,5.0,[],1.0,6.0,,,4.0,2.0,,,,
9788076911215,2024-04-01 14:45:01,Devatero hádek,76.0,5.0,"['pohádky', 'mýty a legendy', 'láska', 'humor', 'partnerské vztahy', 'psychoanalýza', 'manželství', 'rozvoj osobnosti, osobní rozvoj', 'autorské ilustrace']",,6.0,,1.0,,2.0,,,,
9788088067726,2024-04-01 14:45:02,Jiný kraj,83.0,45.0,"['povídky', 'hororové povídky', 'české povídky', 'česká fantastika']",1.0,48.0,6.0,47.0,35.0,19.0,3.0,3.0,,
9788076910997,2024-04-01 14:45:04,Transmelancholie aneb Jak Franc Bašta k lásce přišel,98.0,8.0,"['česká literatura', 'transplantace']",1.0,12.0,3.0,27.0,13.0,7.0,1.0,,,
9788076911208,2024-04-01 14:45:05,"Zastav se, než skočíš!",60.0,7.0,"['psychická traumata', 'trauma']",,8.0,,39.0,15.0,6.0,,1.0,,
9788076911833,2024-04-01 14:45:06,"Láska, smutek, temnota",70.0,4.0,[],,7.0,1.0,,,1.0,,,,
9788076910911,2024-04-01 14:45:07,Rozchodové řízení,73.0,72.0,"['sex', 'láska', 'satira', 'humor', 'česká literatura', 'thrillery', 'romantika', 'humoristické romány', 'fiktivní deníky', 'pro dospívající mládež (young adult)']",1.0,80.0,4.0,64.0,156.0,49.0,2.0,10.0,,
9788076900554,2024-04-01 14:45:10,Já papír vím o stromech…,100.0,4.0,[],,4.0,,5.0,2.0,,,,,
9788076900592,2024-04-01 14:45:12,Obsah ticha,100.0,1.0,[],,1.0,,2.0,1.0,,,,,
9788027517602,2024-04-01 14:45:13,Století na vlnách,68.0,23.0,"['historie, dějiny', 'Rusko', '20. století', '20.-21. století', 'Finsko', 'NATO (Severoatlantická aliance)', 'historie a fakta', 'tygři', 'české romány']",,33.0,4.0,33.0,38.0,7.0,,,,
9788076900608,2024-04-01 14:45:14,Nezoufejte!,60.0,1.0,[],,4.0,,1.0,1.0,,,,,
9788076842052,2024-04-01 14:45:16,Koniáš & Bakly,86.0,63.0,['česká fantasy'],3.0,87.0,6.0,79.0,22.0,8.0,2.0,5.0,,
9788087720233,2024-04-01 14:45:17,Ricci,86.0,150.0,"['mafie', 'erotika', 'romance']",3.0,190.0,7.0,131.0,31.0,10.0,4.0,5.0,,
9788087720257,2024-04-01 14:45:18,Hector,83.0,62.0,['erotika'],2.0,95.0,6.0,91.0,17.0,5.0,3.0,3.0,,
9788020721754,2024-04-01 14:45:20,Osudy dobrého vojáka Švejka,86.0,1372.0,"['první světová válka (1914–1918)', 'humor', 'zfilmováno', 'armáda', 'Rakousko-Uhersko', 'antimilitarismus', 'vojenští duchovní', 'vojáci', 'Švejk', 'pikareskní romány', 'čeští vojáci v 1. světové válce']",43.0,2137.0,139.0,798.0,289.0,38.0,23.0,138.0,,
9788074434983,2024-04-01 14:45:21,Na cvičišti. Bojiště,89.0,11.0,[],1.0,13.0,,3.0,5.0,5.0,,3.0,,
9788027518043,2024-04-01 14:45:25,Transfer,68.0,70.0,[],3.0,88.0,17.0,41.0,75.0,18.0,,4.0,,
9788075464774,2024-04-01 14:45:27,Než zjistíš pravdu,79.0,72.0,"['napětí', 'bohatství', 'tajemství', 'lhaní, lži', 'kamarádky', 'sousedské vztahy', 'rodinná tajemství', 'prolínání minulosti a současnosti', 'thrillery pro ženy']",2.0,79.0,5.0,89.0,86.0,14.0,2.0,2.0,,
9788027724376,2024-04-01 14:45:27,Sudetenland,73.0,497.0,"['alternativní historie', 'české detektivky', 'české sci-fi', 'české romány']",43.0,626.0,161.0,257.0,333.0,101.0,10.0,15.0,,
9788075464798,2024-04-01 14:45:28,Můj sexy šéf,80.0,71.0,"['New York', 'česká literatura', 'matky samoživitelky, svobodné matky']",1.0,82.0,2.0,104.0,59.0,6.0,6.0,6.0,,
9788076339651,2024-04-01 14:45:29,Poslední Přemyslovna,60.0,3.0,[],,3.0,,36.0,10.0,4.0,,,,
9788090876439,2024-04-01 14:45:30,Světelné básně,70.0,2.0,[],,4.0,,3.0,1.0,,,,,
9788024290232,2024-04-01 14:45:32,Pláč němého boha,94.0,14.0,[],,12.0,1.0,41.0,21.0,8.0,1.0,1.0,,
9788090864238,2024-04-01 14:45:33,Někdy není pozdě,20.0,3.0,['humoristické romány'],,2.0,2.0,,1.0,,,,,
9788076900561,2024-04-01 14:45:34,Akvárium,70.0,2.0,[],,3.0,,5.0,,1.0,,,,
9788024952512,2024-04-01 14:45:36,Co tě nezabije,71.0,102.0,[],14.0,145.0,35.0,75.0,116.0,42.0,4.0,6.0,,
9788027720613,2024-04-01 14:45:38,Černobyl: Pád Atomgradu,89.0,22.0,"['Ukrajina', 'Černobyl', 'jaderné elektrárny', 'české komiksy', 'historické komiksy', 'jaderné havárie']",2.0,26.0,2.0,18.0,18.0,9.0,,,,
9788075513045,2024-04-01 14:45:39,Romance pod gilotinou,80.0,3.0,"['Anglie', 'historie, dějiny', '18. století', 'Francie', 'špionáž', 'dobrodružství', 'Velká francouzská revoluce (1789-1799)', 'romance', 'historické romance']",1.0,2.0,,32.0,6.0,6.0,,,,
9788024293783,2024-04-01 14:45:42,"Veselé Vánoce, Terezko",71.0,50.0,"['antologie', 'české povídky']",4.0,62.0,11.0,62.0,42.0,14.0,,,,
9788024294094,2024-04-01 14:45:43,"Milost, pane prezidente",92.0,5.0,[],,9.0,,39.0,26.0,3.0,2.0,,,
9788088436096,2024-04-01 14:45:44,Dvě prázdná místa,80.0,46.0,['věkový rozdíl partnerů (age gap)'],,46.0,4.0,15.0,10.0,6.0,,,,
9788027904709,2024-04-01 14:45:46,Dvojitý šach,73.0,9.0,[],1.0,6.0,,34.0,6.0,,,,,
9788024952246,2024-04-01 14:45:47,Rozmarná Anglie aneb Nikdy není tak zle,79.0,14.0,"['Anglie', 'humor', 'české cestopisy', 'Češi v zahraničí']",3.0,15.0,6.0,34.0,16.0,2.0,,1.0,,
9788027801299,2024-04-01 14:45:49,Likvidátor,86.0,45.0,"['česká fantastika', 'postapokalyptické romány']",,48.0,12.0,53.0,26.0,11.0,1.0,2.0,,
9788027801275,2024-04-01 14:45:51,"Tak střílej!: Dva příběhy, ve kterých realita porazila na hlavu fantazii",80.0,4.0,"['skutečné kriminální případy', 'podle skutečných událostí']",,3.0,,,,,,,,
9788090862654,2024-04-01 14:45:52,Praha zkouřená,77.0,6.0,[],,7.0,1.0,4.0,2.0,,1.0,1.0,,
9788087545942,2024-04-01 14:45:54,Haiku,60.0,1.0,"['česká literatura', 'haiku']",,1.0,,,,,,,,
9788088372325,2024-04-01 14:45:58,Domluvená šifra,100.0,1.0,[],,1.0,,,,,,,,
9788076912304,2024-04-01 14:45:59,Zrcadlo,80.0,1.0,[],,1.0,,,,,,,,
9788074873294,2024-04-01 14:46:00,"Lež má krátké nohy, ale dlouhý péro",40.0,1.0,"['česká poezie', 'erotická poezie']",,1.0,,,,,,,,
9788026725442,2024-04-01 14:46:02,Krutý měsíc,86.0,100.0,"['Velikonoce', 'české detektivky', 'Lužické hory']",6.0,118.0,23.0,58.0,91.0,22.0,2.0,8.0,,
9788027801329,2024-04-01 14:46:04,Mirzova vize,77.0,39.0,"['cestování časem', 'budoucnost', 'druhohory', 'postapokalyptické romány']",1.0,48.0,5.0,52.0,33.0,8.0,,,,
9788076625372,2024-04-01 14:46:06,Most špionů aneb má cesta z pekla ke svobodě,84.0,5.0,[],,8.0,,26.0,25.0,7.0,1.0,2.0,,
9788026449591,2024-04-01 14:46:07,Neodpovídej,62.0,204.0,['české detektivky'],10.0,271.0,76.0,106.0,115.0,47.0,2.0,7.0,,
9788024292847,2024-04-01 14:46:09,"Fialky, tajemství a jiné povídky",80.0,18.0,[],,19.0,4.0,44.0,17.0,3.0,,2.0,,
9788072872992,2024-04-01 14:46:10,Je to jen mezi náma,80.0,1.0,[],,1.0,,1.0,3.0,,1.0,,,
9788090795358,2024-04-01 14:46:11,Mýtinami,85.0,8.0,"['prvotina', 'česká poezie']",,9.0,,4.0,5.0,3.0,,1.0,,
9788076373983,2024-04-01 14:46:13,Přístav,74.0,19.0,"['česká literatura', 'přístav']",,20.0,3.0,2.0,7.0,3.0,,2.0,,
9788076374010,2024-04-01 14:46:14,Neviditelné řemeslo: Tajemství redakční práce,93.0,18.0,['redakční práce'],2.0,21.0,2.0,14.0,70.0,32.0,1.0,2.0,,
9788076374003,2024-04-01 14:46:17,Fosilie,74.0,117.0,"['porozumění', 'rodopis, genealogie', 'otcové a dcery', 'morální hodnoty', 'klimatické změny', 'české romány', 'generační rozdíly', 'asexualita, aromantičnost']",7.0,148.0,16.0,28.0,202.0,45.0,4.0,11.0,,
9788075304391,2024-04-01 14:46:18,Vulturnus,90.0,4.0,[],,3.0,,1.0,1.0,,,,,
9788027910120,2024-04-01 14:46:19,Oběšencův vrch,87.0,17.0,[],,20.0,1.0,47.0,11.0,6.0,1.0,1.0,,
9788076018723,2024-04-01 14:46:23,Zapomenutá,83.0,35.0,"['napětí', 'tajemství', 'mysteriózní, mystéria', 'vyrovnání se s minulostí', 'zapomenutá minulost', 'české romány']",,39.0,7.0,45.0,74.0,10.0,,,,
9788026449829,2024-04-01 14:46:25,"Co ty na to, babičko?",70.0,2.0,"['babička', 'humoristické romány', 'české romány']",1.0,4.0,1.0,26.0,8.0,,,,,
9788074754524,2024-04-01 14:46:26,Květ zla,88.0,26.0,['historické romance'],,36.0,3.0,81.0,63.0,15.0,3.0,1.0,,
9788075151612,2024-04-01 14:46:29,Písně mravenčí chůvy,81.0,25.0,"['pro děti od 4 let', 'poezie pro děti']",,34.0,3.0,6.0,9.0,5.0,5.0,3.0,,
9788076373990,2024-04-01 14:46:30,Rozložíš paměť,84.0,113.0,"['homosexualita', 'česká literatura', 'dospívání', 'autobiografické prvky', 'alkoholismus', 'sociální problémy', 'Přerov', 'LGBT, queer, LGBT+']",10.0,138.0,25.0,47.0,237.0,67.0,4.0,10.0,,
9788090818859,2024-04-01 14:46:32,V šedi,90.0,10.0,[],,14.0,4.0,4.0,9.0,3.0,,3.0,,
9788086065489,2024-04-01 14:46:33,Hráči,80.0,2.0,['larpy'],,3.0,,30.0,4.0,3.0,,,,
9788074333842,2024-04-01 14:46:36,Případy Šumavského policejního rady,80.0,2.0,[],,3.0,,,1.0,1.0,,,,
9788024952352,2024-04-01 14:46:37,Syn draka,80.0,5.0,[],1.0,7.0,,40.0,20.0,8.0,1.0,,,
9788024294148,2024-04-01 14:46:38,Octobriana,84.0,16.0,[],,20.0,1.0,15.0,11.0,5.0,2.0,2.0,,
9788088428329,2024-04-01 14:46:40,Vánoční povídky ze Šumavy,83.0,6.0,['Šumava'],,7.0,3.0,3.0,2.0,,,1.0,,
9788076111226,2024-04-01 14:46:41,Gazely,80.0,1048.0,"['ženy', 'humor', 'kamarádky']",115.0,1547.0,532.0,344.0,498.0,142.0,11.0,34.0,,
9788027909902,2024-04-01 14:46:44,Probuzená šelma,82.0,65.0,"['únosy', 'námořní lodě', 'teroristé']",1.0,87.0,9.0,56.0,1.0,1.0,,,,
9788027910168,2024-04-01 14:46:45,Odložená vražda,73.0,6.0,[],,5.0,,40.0,3.0,1.0,,,,
9788024294124,2024-04-01 14:46:47,Římská jízda,77.0,7.0,"['středověk', 'Karel IV., český král a římský císař', 'české dějiny', 'historické romány', 'boj o trůn', 'dobrodružné romány', 'boj o moc', 'české romány']",1.0,8.0,1.0,36.0,18.0,2.0,,,,
9788074655975,2024-04-01 14:46:50,Dionýsovo ucho,90.0,2.0,[],,2.0,2.0,,1.0,,,,,
9788088243878,2024-04-01 14:46:52,Noční host,82.0,11.0,"['Brdy', 'hororové povídky', 'české povídky', 'české horory']",1.0,12.0,2.0,48.0,22.0,12.0,4.0,2.0,,
9788076900738,2024-04-01 14:46:53,Nomádská víra,50.0,2.0,[],,3.0,,,2.0,1.0,1.0,1.0,,
9788075885142,2024-04-01 14:46:54,Brutální béčkový masakr,80.0,24.0,"['magie', 'andělé', 'česká fantasy', 'démoni', 'akční', 'bohové', 'městská (urban) fantasy', 'nájemní vrazi', 'padlí andělé']",,30.0,4.0,42.0,15.0,6.0,,1.0,,
9788088488545,2024-04-01 14:46:57,Sto skořápek podruhé,77.0,6.0,"['horory', 'černý humor', 'BDSM', 'české horory', 'česká fantastika']",,6.0,,30.0,7.0,1.0,,,,
9788074655999,2024-04-01 14:47:00,Voňavka,80.0,2.0,[],,2.0,,1.0,1.0,,,,,
9788090787766,2024-04-01 14:47:04,Sudeathland,70.0,4.0,"['erotika', 'napětí', 'první láska', 'Krušné hory, Krušnohoří', 'Sudety', 'rodinná tajemství', 'pátrání', 'fotbalisté', 'potlačované vzpomínky']",,6.0,1.0,1.0,2.0,1.0,,,,
9788020615824,2024-04-01 14:47:05,Téměř dokonalý muž,64.0,5.0,['romantika'],,17.0,,61.0,25.0,8.0,1.0,,,
9788024293554,2024-04-01 14:47:09,Sherlock Holmes,88.0,8.0,[],1.0,9.0,2.0,28.0,5.0,5.0,,1.0,,
9788088437123,2024-04-01 14:47:11,Zločiny dvorního rady II: Až přiletí kometa,93.0,3.0,[],,4.0,1.0,2.0,1.0,1.0,,,,
9788072444977,2024-04-01 14:47:13,První král,93.0,9.0,"['11. století', 'Přemyslovci', 'historické romány']",1.0,12.0,3.0,9.0,13.0,7.0,,,,
9788074655944,2024-04-01 14:47:15,Veles: Slovanské božstvo ve srovnávací perspektivě,87.0,3.0,"['bohové', 'slovanská náboženství', 'slovanská mytologie']",,3.0,,6.0,11.0,8.0,1.0,1.0,,
9788086158747,2024-04-01 14:47:16,Karneval,100.0,3.0,[],,4.0,,1.0,,,,1.0,,
9788088073390,2024-04-01 14:47:18,Fontána strachu,40.0,2.0,[],,3.0,,1.0,,,2.0,,,
9788011034887,2024-04-01 14:47:20,Formulista,87.0,142.0,['romantika'],6.0,157.0,30.0,110.0,87.0,25.0,7.0,8.0,,
9788088428312,2024-04-01 14:47:21,Yucatanské zrcadlo,100.0,4.0,"['detektivní a krimi romány', 'historické romány', 'české romány', 'fantasy romány']",,5.0,1.0,2.0,2.0,,,2.0,,
9788075304407,2024-04-01 14:47:23,Pozastavené stmívání,85.0,4.0,[],,3.0,,1.0,2.0,,,,,
9788076950245,2024-04-01 14:47:24,Tajemství hradu Klamorná,82.0,9.0,"['středověk', 'historické detektivky', 'české detektivky', 'hrady a zámky', 'LGBT, queer, LGBT+']",,9.0,1.0,45.0,14.0,2.0,1.0,,,
9788076950283,2024-04-01 14:47:25,Paní na Svojanově,88.0,10.0,[],,10.0,2.0,46.0,19.0,8.0,1.0,1.0,,
9788076912151,2024-04-01 14:47:28,Studený jaro,80.0,3.0,[],,3.0,2.0,,,,,,,
9788027724017,2024-04-01 14:47:29,Gump: Jsme dvojka,83.0,102.0,"['psi', 'zfilmováno', 'příběhy o psech', 'člověk a pes', 'charitativní činnost', 'podle skutečných událostí', 'vypráví pes', 'o natáčení filmu']",5.0,151.0,63.0,94.0,66.0,26.0,5.0,7.0,,
9788011038038,2024-04-01 14:47:30,Babička Is Not Dead,68.0,15.0,[],,20.0,3.0,2.0,6.0,1.0,,1.0,,
9788074565441,2024-04-01 14:47:32,Bílá jako sůl,88.0,17.0,[],,21.0,,41.0,12.0,3.0,,2.0,,
9788024952291,2024-04-01 14:47:36,Věci mezi lidmi a byty,92.0,12.0,[],1.0,13.0,2.0,38.0,20.0,5.0,,1.0,,
9788090893801,2024-04-01 14:47:37,Napsáno perem,80.0,9.0,[],,9.0,1.0,30.0,7.0,1.0,2.0,,,
9788086631745,2024-04-01 14:47:38,Točoman se dotáčí,100.0,1.0,"['autobiografické prvky', 'režiséři', 'dokumentaristé']",,1.0,,,,,,1.0,,
9788074565489,2024-04-01 14:47:40,Necrobox,87.0,30.0,[],1.0,33.0,,37.0,14.0,10.0,,3.0,,
9788011033576,2024-04-01 14:47:41,Sedmá vražda,80.0,2.0,"['české krimi', 'skutečné kriminální případy']",,2.0,,,,,,,,
9788027606566,2024-04-01 14:47:43,Případ ambiciózního démona,75.0,8.0,['mýty a legendy'],2.0,12.0,,41.0,21.0,7.0,2.0,1.0,,
9788024653563,2024-04-01 14:47:44,Teorie pohádky: Psychoanalýza Karkulky,100.0,1.0,"['psychoanalýza', 'význam pohádek a mýtů', 'Červená Karkulka']",,1.0,,,1.0,1.0,,1.0,,
9788090814318,2024-04-01 14:47:45,Rodinu si nevybereš,40.0,2.0,[],,2.0,,,1.0,,,,,
9788027151981,2024-04-01 14:47:46,Čerti nejsou,88.0,16.0,[],1.0,19.0,5.0,31.0,19.0,12.0,,1.0,,
9788011035594,2024-04-01 14:47:50,Ztracenné,88.0,72.0,"['ženy', 'tajemství', 'sebepoznání, sebepoznávání', 'životní styl']",14.0,109.0,36.0,47.0,112.0,49.0,1.0,14.0,,
9788076893146,2024-04-01 14:47:52,Malej princ,100.0,2.0,"['vesmír', 'přátelství', 'láska', 'pouště', 'Malý princ', 'nářečí, dialekty', 'literární adaptace', 'francouzské pohádky']",1.0,2.0,1.0,,2.0,2.0,,1.0,,
9788027722976,2024-04-01 14:47:54,Prokletá Mimzie,78.0,24.0,"['romantika', 'mysteriózní, mystéria', 'pro dospívající mládež (young adult)']",1.0,27.0,4.0,61.0,40.0,19.0,1.0,2.0,,
